VFD vs Soft Starter Comparison - Motor Startup Simulation
Generated:,2025-10-28 08:22:36
Motor Rating:,800 HP (596.6 kW)
Load Type:,constant_torque

VFD DATA
Time (s),Speed (RPM),Current (A),Torque (Nm),Slip (%),Power In (kW),Power Out (kW),Efficiency (%)
12.372,688.4,747.6,2541.4,7.27,216.17,100.15,46.3
12.402,690.3,746.8,2538.4,7.23,216.47,100.56,46.5
12.432,692.2,746.1,2535.7,7.20,216.79,100.97,46.6
12.462,694.1,745.5,2533.3,7.17,217.13,101.38,46.7
12.492,696.0,745.0,2531.2,7.14,217.50,101.79,46.8
12.523,697.9,744.5,2529.3,7.11,217.89,102.19,46.9
12.553,699.8,744.1,2527.8,7.08,218.29,102.60,47.0
12.583,701.7,743.8,2526.5,7.06,218.71,103.01,47.1
12.613,703.5,743.5,2525.4,7.03,219.15,103.41,47.2
12.643,705.4,743.2,2524.5,7.01,219.61,103.82,47.3
12.673,707.3,743.1,2523.8,6.98,220.08,104.22,47.4
12.703,709.1,742.9,2523.3,6.96,220.56,104.62,47.4
12.733,710.9,742.9,2523.0,6.94,221.06,105.02,47.5
12.763,712.8,742.8,2522.8,6.92,221.57,105.43,47.6
12.793,714.6,742.8,2522.8,6.90,222.09,105.83,47.7
12.823,716.5,742.8,2522.9,6.88,222.62,106.23,47.7
12.853,718.3,742.9,2523.1,6.86,223.16,106.63,47.8
12.883,720.1,743.0,2523.5,6.84,223.71,107.03,47.8
12.913,721.9,743.1,2524.0,6.82,224.27,107.44,47.9
12.943,723.7,743.3,2524.6,6.80,224.83,107.84,48.0
12.973,725.6,743.5,2525.3,6.79,225.41,108.24,48.0
13.003,727.4,743.7,2526.1,6.77,225.99,108.64,48.1
13.033,729.2,743.9,2526.9,6.75,226.58,109.04,48.1
13.063,731.0,744.1,2527.9,6.74,227.18,109.45,48.2
13.093,732.8,744.4,2528.9,6.72,227.78,109.85,48.2
13.123,734.6,744.7,2530.0,6.70,228.39,110.25,48.3
13.153,736.4,745.0,2531.2,6.69,229.00,110.65,48.3
13.183,738.2,745.3,2532.4,6.67,229.62,111.06,48.4
13.213,740.0,745.6,2533.7,6.66,230.25,111.46,48.4
13.243,741.8,745.9,2535.0,6.64,230.88,111.86,48.5
13.273,743.6,746.3,2536.4,6.63,231.51,112.27,48.5
13.303,745.4,746.7,2537.8,6.62,232.15,112.67,48.5
13.333,747.2,747.0,2539.3,6.60,232.79,113.08,48.6
13.363,749.0,747.4,2540.8,6.59,233.43,113.48,48.6
13.393,750.8,747.8,2542.3,6.58,234.08,113.89,48.7
13.423,752.6,748.2,2543.9,6.56,234.73,114.29,48.7
13.453,754.3,748.6,2545.5,6.55,235.39,114.70,48.7
13.483,756.1,749.1,2547.1,6.54,236.04,115.10,48.8
13.514,757.9,749.5,2548.8,6.52,236.70,115.51,48.8
13.544,759.7,749.9,2550.5,6.51,237.37,115.92,48.8
13.574,761.5,750.4,2552.2,6.50,238.03,116.33,48.9
13.604,763.3,750.8,2554.0,6.49,238.70,116.74,48.9
13.634,765.1,751.2,2555.7,6.47,239.37,117.14,48.9
13.664,766.8,751.7,2557.5,6.46,240.04,117.55,49.0
13.694,768.6,752.2,2559.3,6.45,240.72,117.96,49.0
13.724,770.4,752.6,2561.1,6.44,241.40,118.37,49.0
13.754,772.2,753.1,2562.9,6.43,242.08,118.79,49.1
13.784,774.0,753.6,2564.8,6.41,242.76,119.20,49.1
13.814,775.8,754.0,2566.6,6.40,243.44,119.61,49.1
13.844,777.5,754.5,2568.5,6.39,244.12,120.02,49.2
13.874,779.3,755.0,2570.4,6.38,244.81,120.43,49.2
13.904,781.1,755.5,2572.2,6.37,245.50,120.85,49.2
13.934,782.9,756.0,2574.1,6.36,246.18,121.26,49.3
13.964,784.7,756.5,2576.1,6.35,246.87,121.68,49.3
13.994,786.4,757.0,2578.0,6.34,247.57,122.09,49.3
14.024,788.2,757.4,2579.9,6.33,248.26,122.51,49.3
14.054,790.0,757.9,2581.8,6.31,248.95,122.93,49.4
14.084,791.8,758.4,2583.8,6.30,249.65,123.34,49.4
14.114,793.6,758.9,2585.7,6.29,250.35,123.76,49.4
14.144,795.3,759.4,2587.7,6.28,251.04,124.18,49.5
14.174,797.1,759.9,2589.6,6.27,251.74,124.60,49.5
14.204,798.9,760.4,2591.6,6.26,252.44,125.02,49.5
14.234,800.7,761.0,2593.5,6.25,253.15,125.44,49.6
14.264,802.4,761.5,2595.5,6.24,253.85,125.86,49.6
14.294,804.2,762.0,2597.5,6.23,254.55,126.28,49.6
14.324,806.0,762.5,2599.5,6.22,255.26,126.70,49.6
14.354,807.8,763.0,2601.5,6.21,255.96,127.12,49.7
14.384,809.6,763.5,2603.4,6.20,256.67,127.55,49.7
14.414,811.3,764.0,2605.4,6.19,257.38,127.97,49.7
14.444,813.1,764.5,2607.4,6.18,258.09,128.39,49.7
14.474,814.9,765.0,2609.4,6.17,258.80,128.82,49.8
14.505,816.7,765.5,2611.4,6.16,259.51,129.24,49.8
14.535,818.4,766.1,2613.4,6.15,260.22,129.67,49.8
14.565,820.2,766.6,2615.4,6.14,260.93,130.10,49.9
14.595,822.0,767.1,2617.4,6.13,261.65,130.52,49.9
14.625,823.8,767.6,2619.4,6.12,262.36,130.95,49.9
14.655,825.5,768.1,2621.4,6.11,263.08,131.38,49.9
14.685,827.3,768.6,2623.4,6.10,263.79,131.81,50.0
14.715,829.1,769.2,2625.4,6.09,264.51,132.24,50.0
14.745,830.9,769.7,2627.5,6.08,265.23,132.67,50.0
14.775,832.6,770.2,2629.5,6.07,265.95,133.10,50.0
14.805,834.4,770.7,2631.5,6.07,266.67,133.53,50.1
14.835,836.2,771.2,2633.5,6.06,267.39,133.96,50.1
14.865,838.0,771.7,2635.5,6.05,268.11,134.40,50.1
14.895,839.7,772.3,2637.5,6.04,268.83,134.83,50.2
14.925,841.5,772.8,2639.6,6.03,269.56,135.26,50.2
14.955,843.3,773.3,2641.6,6.02,270.28,135.70,50.2
14.985,845.1,773.8,2643.6,6.01,271.01,136.13,50.2
15.015,846.8,774.3,2645.6,6.00,271.73,136.57,50.3
15.045,848.6,774.9,2647.6,5.99,272.46,137.00,50.3
15.075,850.4,775.4,2649.7,5.98,273.19,137.44,50.3
15.105,852.2,775.9,2651.7,5.97,273.91,137.88,50.3
15.135,853.9,776.4,2653.7,5.97,274.64,138.32,50.4
15.165,855.7,777.0,2655.7,5.96,275.37,138.75,50.4
15.195,857.5,777.5,2657.8,5.95,276.10,139.19,50.4
15.225,859.3,778.0,2659.8,5.94,276.83,139.63,50.4
15.255,861.0,778.5,2661.8,5.93,277.57,140.07,50.5
15.285,862.8,779.0,2663.9,5.92,278.30,140.52,50.5
15.315,864.6,779.6,2665.9,5.91,279.03,140.96,50.5
15.345,866.4,780.1,2667.9,5.90,279.77,141.40,50.5
15.375,868.1,780.6,2669.9,5.90,280.50,141.84,50.6
15.405,869.9,781.1,2672.0,5.89,281.24,142.29,50.6
15.435,871.7,781.7,2674.0,5.88,281.98,142.73,50.6
15.465,873.4,782.2,2676.0,5.87,282.71,143.18,50.6
15.495,875.2,782.7,2678.1,5.86,283.45,143.62,50.7
15.526,877.0,783.2,2680.1,5.85,284.19,144.07,50.7
15.556,878.8,783.7,2682.1,5.85,284.93,144.51,50.7
15.586,880.5,784.3,2684.1,5.84,285.67,144.96,50.7
15.616,882.3,784.8,2686.2,5.83,286.41,145.41,50.8
15.646,884.1,785.3,2688.2,5.82,287.16,145.86,50.8
15.676,885.9,785.8,2690.2,5.81,287.90,146.31,50.8
15.706,887.6,786.4,2692.3,5.81,288.64,146.76,50.8
15.736,889.4,786.9,2694.3,5.80,289.39,147.21,50.9
15.766,891.2,787.4,2696.3,5.79,290.13,147.66,50.9
15.796,893.0,787.9,2698.4,5.78,290.88,148.11,50.9
15.826,894.7,788.5,2700.4,5.77,291.63,148.56,50.9
15.856,896.5,789.0,2702.4,5.77,292.38,149.01,51.0
15.886,898.3,789.5,2704.5,5.76,293.12,149.47,51.0
15.916,900.0,790.0,2706.5,5.75,293.87,149.92,51.0
15.946,901.8,790.6,2708.5,5.74,294.62,150.38,51.0
15.976,903.6,791.1,2710.6,5.73,295.37,150.83,51.1
16.006,905.4,791.6,2712.6,5.73,296.13,151.29,51.1
16.036,907.1,792.1,2714.6,5.72,296.88,151.74,51.1
16.066,908.9,792.7,2716.7,5.71,297.63,152.20,51.1
16.096,910.7,793.2,2718.7,5.70,298.39,152.66,51.2
16.126,912.5,793.7,2720.7,5.70,299.14,153.12,51.2
16.156,914.2,794.2,2722.8,5.69,299.90,153.58,51.2
16.186,916.0,794.8,2724.8,5.68,300.65,154.04,51.2
16.216,917.8,795.3,2726.9,5.67,301.41,154.50,51.3
16.246,919.5,795.8,2728.9,5.67,302.17,154.96,51.3
16.276,921.3,796.3,2730.9,5.66,302.93,155.42,51.3
16.306,923.1,796.9,2733.0,5.65,303.69,155.88,51.3
16.336,924.9,797.4,2735.0,5.64,304.45,156.34,51.4
16.366,926.6,797.9,2737.0,5.64,305.21,156.81,51.4
16.396,928.4,798.5,2739.1,5.63,305.97,157.27,51.4
16.426,930.2,799.0,2741.1,5.62,306.73,157.73,51.4
16.456,932.0,799.5,2743.1,5.61,307.49,158.20,51.4
16.486,933.7,800.0,2745.2,5.61,308.26,158.66,51.5
16.517,935.5,800.6,2747.2,5.60,309.02,159.13,51.5
16.547,937.3,801.1,2749.3,5.59,309.79,159.60,51.5
16.577,939.0,801.6,2751.3,5.59,310.55,160.07,51.5
16.607,940.8,802.1,2753.3,5.58,311.32,160.53,51.6
16.637,942.6,802.7,2755.4,5.57,312.09,161.00,51.6
16.667,944.4,803.2,2757.4,5.56,312.86,161.47,51.6
16.697,946.1,803.7,2759.4,5.56,313.63,161.94,51.6
16.727,947.9,804.2,2761.5,5.55,314.40,162.41,51.7
16.757,949.7,804.8,2763.5,5.54,315.17,162.88,51.7
16.787,951.4,805.3,2765.6,5.54,315.94,163.36,51.7
16.817,953.2,805.8,2767.6,5.53,316.71,163.83,51.7
16.847,955.0,806.4,2769.6,5.52,317.49,164.30,51.8
16.877,956.8,806.9,2771.7,5.52,318.26,164.78,51.8
16.907,958.5,807.4,2773.7,5.51,319.04,165.25,51.8
16.937,960.3,807.9,2775.7,5.50,319.81,165.72,51.8
16.967,962.1,808.5,2777.8,5.50,320.59,166.20,51.8
16.997,963.8,809.0,2779.8,5.49,321.36,166.68,51.9
17.027,965.6,809.5,2781.9,5.48,322.14,167.15,51.9
17.057,967.4,810.0,2783.9,5.48,322.92,167.63,51.9
17.087,969.2,810.6,2785.9,5.47,323.70,168.11,51.9
17.117,970.9,811.1,2788.0,5.46,324.48,168.59,52.0
17.147,972.7,811.6,2790.0,5.46,325.26,169.07,52.0
17.177,974.5,812.2,2792.1,5.45,326.04,169.55,52.0
17.207,976.2,812.7,2794.1,5.44,326.82,170.03,52.0
17.237,978.0,813.2,2796.1,5.44,327.61,170.51,52.0
17.267,979.8,813.7,2798.2,5.43,328.39,170.99,52.1
17.297,981.6,814.3,2800.2,5.42,329.18,171.47,52.1
17.327,983.3,814.8,2802.2,5.42,329.96,171.95,52.1
17.357,985.1,815.3,2804.3,5.41,330.75,172.44,52.1
17.387,986.9,815.9,2806.3,5.40,331.54,172.92,52.2
17.417,988.6,816.4,2808.4,5.40,332.32,173.41,52.2
17.447,990.4,816.9,2810.4,5.39,333.11,173.89,52.2
17.477,992.2,817.4,2812.4,5.38,333.90,174.38,52.2
17.508,994.0,818.0,2814.5,5.38,334.69,174.87,52.2
17.538,995.7,818.5,2816.5,5.37,335.48,175.35,52.3
17.568,997.5,819.0,2818.6,5.37,336.27,175.84,52.3
17.598,999.3,819.6,2820.6,5.36,337.07,176.33,52.3
17.628,1001.0,820.1,2822.6,5.35,337.86,176.82,52.3
17.658,1002.8,820.6,2824.7,5.35,338.65,177.31,52.4
17.688,1004.6,821.1,2826.7,5.34,339.45,177.80,52.4
17.718,1006.4,821.7,2828.8,5.33,340.24,178.29,52.4
17.748,1008.1,822.2,2830.8,5.33,341.04,178.78,52.4
17.778,1009.9,822.7,2832.8,5.32,341.84,179.27,52.4
17.808,1011.7,823.3,2834.9,5.32,342.63,179.77,52.5
17.838,1013.4,823.8,2836.9,5.31,343.43,180.26,52.5
17.868,1015.2,824.3,2839.0,5.30,344.23,180.75,52.5
17.898,1017.0,824.9,2841.0,5.30,345.03,181.25,52.5
17.928,1018.7,825.4,2843.1,5.29,345.83,181.74,52.6
17.958,1020.5,825.9,2845.1,5.29,346.64,182.24,52.6
17.988,1022.3,826.4,2847.1,5.28,347.44,182.74,52.6
18.018,1024.1,827.0,2849.2,5.27,348.24,183.23,52.6
18.048,1025.8,827.5,2851.2,5.27,349.04,183.73,52.6
18.078,1027.6,828.0,2853.3,5.26,349.85,184.23,52.7
18.108,1029.4,828.6,2855.3,5.26,350.65,184.73,52.7
18.138,1031.1,829.1,2857.3,5.25,351.46,185.23,52.7
18.168,1032.9,829.6,2859.4,5.25,352.27,185.73,52.7
18.198,1034.7,830.2,2861.4,5.24,353.08,186.23,52.7
18.228,1036.5,830.7,2863.5,5.23,353.88,186.73,52.8
18.258,1038.2,831.2,2865.5,5.23,354.69,187.23,52.8
18.288,1040.0,831.7,2867.5,5.22,355.50,187.73,52.8
18.318,1041.8,832.3,2869.6,5.22,356.31,188.24,52.8
18.348,1043.5,832.8,2871.6,5.21,357.13,188.74,52.9
18.378,1045.3,833.3,2873.7,5.21,357.94,189.25,52.9
18.408,1047.1,833.9,2875.7,5.20,358.75,189.75,52.9
18.438,1048.8,834.4,2877.8,5.19,359.57,190.26,52.9
18.468,1050.6,834.9,2879.8,5.19,360.38,190.76,52.9
18.498,1052.4,835.5,2881.8,5.18,361.20,191.27,53.0
18.529,1054.2,836.0,2883.9,5.18,362.01,191.78,53.0
18.559,1055.9,836.5,2885.9,5.17,362.83,192.29,53.0
18.589,1057.7,837.1,2888.0,5.17,363.65,192.80,53.0
18.619,1059.5,837.6,2890.0,5.16,364.46,193.31,53.0
18.649,1061.2,838.1,2892.0,5.16,365.28,193.82,53.1
18.679,1063.0,838.6,2894.1,5.15,366.10,194.33,53.1
18.709,1064.8,839.2,2896.1,5.14,366.93,194.84,53.1
18.739,1066.5,839.7,2898.2,5.14,367.75,195.35,53.1
18.769,1068.3,840.2,2900.2,5.13,368.57,195.86,53.1
18.799,1070.1,840.8,2902.3,5.13,369.39,196.38,53.2
18.829,1071.8,841.3,2904.3,5.12,370.22,196.89,53.2
18.859,1073.6,841.8,2906.3,5.12,371.04,197.40,53.2
18.889,1075.4,842.4,2908.4,5.11,371.87,197.92,53.2
18.919,1077.2,842.9,2910.4,5.11,372.69,198.43,53.2
18.949,1078.9,843.4,2912.5,5.10,373.52,198.95,53.3
18.979,1080.7,844.0,2914.5,5.10,374.35,199.47,53.3
19.009,1082.5,844.5,2916.6,5.09,375.18,199.98,53.3
19.039,1084.2,845.0,2918.6,5.09,376.00,200.50,53.3
19.069,1086.0,845.6,2920.6,5.08,376.83,201.02,53.3
19.099,1087.8,846.1,2922.7,5.08,377.67,201.54,53.4
19.129,1089.5,846.6,2924.7,5.07,378.50,202.06,53.4
19.159,1091.3,847.1,2926.8,5.07,379.33,202.58,53.4
19.189,1093.1,847.7,2928.8,5.06,380.16,203.10,53.4
19.219,1094.9,848.2,2930.9,5.06,381.00,203.62,53.4
19.249,1096.6,848.7,2932.9,5.05,381.83,204.15,53.5
19.279,1098.4,849.3,2934.9,5.05,382.67,204.67,53.5
19.309,1100.2,849.8,2937.0,5.04,383.50,205.19,53.5
19.339,1101.9,850.3,2939.0,5.04,384.34,205.72,53.5
19.369,1103.7,850.9,2941.1,5.03,385.18,206.24,53.5
19.399,1105.5,851.4,2943.1,5.03,386.02,206.77,53.6
19.429,1107.2,851.9,2945.2,5.02,386.85,207.29,53.6
19.459,1109.0,852.5,2947.2,5.02,387.69,207.82,53.6
19.489,1110.8,853.0,2949.3,5.01,388.54,208.35,53.6
19.520,1112.5,853.5,2951.3,5.01,389.38,208.88,53.6
19.550,1114.3,854.1,2953.3,5.00,390.22,209.41,53.7
19.580,1116.1,854.6,2955.4,5.00,391.06,209.93,53.7
19.610,1117.9,855.1,2957.4,4.99,391.91,210.46,53.7
19.640,1119.6,855.7,2959.5,4.99,392.75,211.00,53.7
19.670,1121.4,856.2,2961.5,4.98,393.60,211.53,53.7
19.700,1123.2,856.7,2963.6,4.98,394.44,212.06,53.8
19.730,1124.9,857.3,2965.6,4.97,395.29,212.59,53.8
19.760,1126.7,857.8,2967.6,4.97,396.14,213.12,53.8
19.790,1128.5,858.3,2969.7,4.96,396.99,213.66,53.8
19.820,1130.2,858.9,2971.7,4.96,397.84,214.19,53.8
19.850,1132.0,859.4,2973.8,4.95,398.69,214.73,53.9
19.880,1133.8,859.9,2975.8,4.95,399.54,215.26,53.9
19.910,1135.5,860.5,2977.9,4.94,400.39,215.80,53.9
19.940,1137.3,861.0,2979.9,4.94,401.24,216.33,53.9
19.970,1139.1,861.5,2982.0,4.93,402.09,216.87,53.9
20.000,1140.9,862.1,2984.0,4.93,402.95,217.41,54.0
20.030,1142.6,862.6,2986.0,4.92,403.80,217.95,54.0
20.060,1144.4,863.1,2988.1,4.92,404.66,218.49,54.0
20.090,1146.2,863.7,2990.1,4.92,405.51,219.03,54.0
20.120,1147.9,864.2,2992.2,4.91,406.37,219.57,54.0
20.150,1149.7,864.7,2994.2,4.91,407.23,220.11,54.1
20.180,1151.5,865.3,2996.3,4.90,408.09,220.65,54.1
20.210,1153.2,865.8,2998.3,4.90,408.95,221.19,54.1
20.240,1155.0,866.3,3000.4,4.89,409.81,221.73,54.1
20.270,1156.8,866.9,3002.4,4.89,410.67,222.28,54.1
20.300,1158.5,867.4,3004.4,4.88,411.53,222.82,54.1
20.330,1160.3,867.9,3006.5,4.88,412.39,223.37,54.2
20.360,1162.1,868.5,3008.5,4.87,413.25,223.91,54.2
20.390,1163.8,869.0,3010.6,4.87,414.12,224.46,54.2
20.420,1165.6,869.5,3012.6,4.87,414.98,225.00,54.2
20.450,1167.4,870.1,3014.7,4.86,415.85,225.55,54.2
20.480,1169.2,870.6,3016.7,4.86,416.71,226.10,54.3
20.511,1170.9,871.1,3018.8,4.85,417.58,226.65,54.3
20.541,1172.7,871.7,3020.8,4.85,418.45,227.20,54.3
20.571,1174.5,872.2,3022.8,4.84,419.32,227.75,54.3
20.601,1176.2,872.7,3024.9,4.84,420.19,228.30,54.3
20.631,1178.0,873.3,3026.9,4.83,421.06,228.85,54.4
20.661,1179.8,873.8,3029.0,4.83,421.93,229.40,54.4
20.691,1181.5,874.3,3031.0,4.83,422.80,229.95,54.4
20.721,1183.3,874.9,3033.1,4.82,423.67,230.50,54.4
20.751,1185.1,875.4,3035.1,4.82,424.54,231.06,54.4
20.781,1186.8,875.9,3037.2,4.81,425.42,231.61,54.4
20.811,1188.6,876.5,3039.2,4.81,426.29,232.17,54.5
20.841,1190.4,877.0,3041.2,4.80,427.17,232.72,54.5
20.871,1192.1,877.5,3043.3,4.80,428.04,233.28,54.5
20.901,1193.9,878.1,3045.3,4.80,428.92,233.83,54.5
20.931,1195.7,878.6,3047.4,4.79,429.80,234.39,54.5
20.961,1197.4,879.1,3049.4,4.79,430.68,234.95,54.6
20.991,1199.2,879.7,3051.5,4.78,431.56,235.51,54.6
21.021,1201.0,880.2,3053.5,4.78,432.44,236.07,54.6
21.051,1202.8,880.7,3055.6,4.77,433.32,236.63,54.6
21.081,1204.5,881.3,3057.6,4.77,434.20,237.19,54.6
21.111,1206.3,881.8,3059.7,4.77,435.08,237.75,54.6
21.141,1208.1,882.4,3061.7,4.76,435.96,238.31,54.7
21.171,1209.8,882.9,3063.7,4.76,436.85,238.87,54.7
21.201,1211.6,883.4,3065.8,4.75,437.73,239.43,54.7
21.231,1213.4,884.0,3067.8,4.75,438.62,240.00,54.7
21.261,1215.1,884.5,3069.9,4.75,439.50,240.56,54.7
21.291,1216.9,885.0,3071.9,4.74,440.39,241.12,54.8
21.321,1218.7,885.6,3074.0,4.74,441.28,241.69,54.8
21.351,1220.4,886.1,3076.0,4.73,442.17,242.25,54.8
21.381,1222.2,886.6,3078.1,4.73,443.06,242.82,54.8
21.411,1224.0,887.2,3080.1,4.73,443.95,243.39,54.8
21.441,1225.7,887.7,3082.2,4.72,444.84,243.96,54.8
21.471,1227.5,888.2,3084.2,4.72,445.73,244.52,54.9
21.502,1229.3,888.8,3086.2,4.71,446.62,245.09,54.9
21.532,1231.0,889.3,3088.3,4.71,447.51,245.66,54.9
21.562,1232.8,889.8,3090.3,4.71,448.41,246.23,54.9
21.592,1234.6,890.4,3092.4,4.70,449.30,246.80,54.9
21.622,1236.3,890.9,3094.4,4.70,450.20,247.37,54.9
21.652,1238.1,891.4,3096.5,4.69,451.09,247.95,55.0
21.682,1239.9,892.0,3098.5,4.69,451.99,248.52,55.0
21.712,1241.7,892.5,3100.6,4.69,452.89,249.09,55.0
21.742,1243.4,893.1,3102.6,4.68,453.79,249.67,55.0
21.772,1245.2,893.6,3104.7,4.68,454.69,250.24,55.0
21.802,1247.0,894.1,3106.7,4.67,455.59,250.81,55.1
21.832,1248.7,894.7,3108.7,4.67,456.49,251.39,55.1
21.862,1250.5,895.2,3110.8,4.67,457.39,251.97,55.1
21.892,1252.3,895.7,3112.8,4.66,458.29,252.54,55.1
21.922,1254.0,896.3,3114.9,4.66,459.19,253.12,55.1
21.952,1255.8,896.8,3116.9,4.66,460.10,253.70,55.1
21.982,1257.6,897.3,3119.0,4.65,461.00,254.28,55.2
22.012,1259.3,897.9,3121.0,4.65,461.91,254.86,55.2
22.042,1261.1,898.4,3123.1,4.64,462.81,255.44,55.2
22.072,1262.9,898.9,3125.1,4.64,463.72,256.02,55.2
22.102,1264.6,899.5,3127.2,4.64,464.63,256.60,55.2
22.132,1266.4,900.0,3129.2,4.63,465.54,257.18,55.2
22.162,1268.2,900.6,3131.2,4.63,466.45,257.76,55.3
22.192,1269.9,901.1,3133.3,4.63,467.36,258.35,55.3
22.222,1271.7,901.6,3135.3,4.62,468.27,258.93,55.3
22.252,1273.5,902.2,3137.4,4.62,469.18,259.51,55.3
22.282,1275.2,902.7,3139.4,4.61,470.09,260.10,55.3
22.312,1277.0,903.2,3141.5,4.61,471.01,260.68,55.3
22.342,1278.8,903.8,3143.5,4.61,471.92,261.27,55.4
22.372,1280.5,904.3,3145.6,4.60,472.83,261.86,55.4
22.402,1282.3,904.8,3147.6,4.60,473.75,262.44,55.4
22.432,1284.1,905.4,3149.7,4.60,474.67,263.03,55.4
22.462,1285.8,905.9,3151.7,4.59,475.58,263.62,55.4
22.492,1287.6,906.5,3153.8,4.59,476.50,264.21,55.4
22.523,1289.4,907.0,3155.8,4.59,477.42,264.80,55.5
22.553,1291.2,907.5,3157.8,4.58,478.34,265.39,55.5
22.583,1292.9,908.1,3159.9,4.58,479.26,265.98,55.5
22.613,1294.7,908.6,3161.9,4.57,480.18,266.57,55.5
22.643,1296.5,909.1,3164.0,4.57,481.10,267.17,55.5
22.673,1298.2,909.7,3166.0,4.57,482.02,267.76,55.5
22.703,1300.0,910.2,3168.1,4.56,482.95,268.35,55.6
22.733,1301.8,910.7,3170.1,4.56,483.87,268.95,55.6
22.763,1303.5,911.3,3172.2,4.56,484.80,269.54,55.6
22.793,1305.3,911.8,3174.2,4.55,485.72,270.14,55.6
22.823,1307.1,912.4,3176.3,4.55,486.65,270.73,55.6
22.853,1308.8,912.9,3178.3,4.55,487.57,271.33,55.6
22.883,1310.6,913.4,3180.4,4.54,488.50,271.93,55.7
22.913,1312.4,914.0,3182.4,4.54,489.43,272.52,55.7
22.943,1314.1,914.5,3184.4,4.54,490.36,273.12,55.7
22.973,1315.9,915.0,3186.5,4.53,491.29,273.72,55.7
23.003,1317.7,915.6,3188.5,4.53,492.22,274.32,55.7
23.033,1319.4,916.1,3190.6,4.53,493.15,274.92,55.7
23.063,1321.2,916.7,3192.6,4.52,494.09,275.52,55.8
23.093,1323.0,917.2,3194.7,4.52,495.02,276.12,55.8
23.123,1324.7,917.7,3196.7,4.52,495.95,276.73,55.8
23.153,1326.5,918.3,3198.8,4.51,496.89,277.33,55.8
23.183,1328.3,918.8,3200.8,4.51,497.82,277.93,55.8
23.213,1330.0,919.3,3202.9,4.51,498.76,278.54,55.8
23.243,1331.8,919.9,3204.9,4.50,499.70,279.14,55.9
23.273,1333.6,920.4,3207.0,4.50,500.63,279.75,55.9
23.303,1335.3,921.0,3209.0,4.50,501.57,280.35,55.9
23.333,1337.1,921.5,3211.1,4.49,502.51,280.96,55.9
23.363,1338.9,922.0,3213.1,4.49,503.45,281.57,55.9
23.393,1340.6,922.6,3215.1,4.49,504.39,282.17,55.9
23.423,1342.4,923.1,3217.2,4.48,505.33,282.78,56.0
23.453,1344.2,923.6,3219.2,4.48,506.28,283.39,56.0
23.483,1345.9,924.2,3221.3,4.48,507.22,284.00,56.0
23.514,1347.7,924.7,3223.3,4.47,508.16,284.61,56.0
23.544,1349.5,925.3,3225.4,4.47,509.11,285.22,56.0
23.574,1351.2,925.8,3227.4,4.47,510.05,285.83,56.0
23.604,1353.0,926.3,3229.5,4.46,511.00,286.45,56.1
23.634,1354.8,926.9,3231.5,4.46,511.95,287.06,56.1
23.664,1356.5,927.4,3233.6,4.46,512.90,287.67,56.1
23.694,1358.3,927.9,3235.6,4.45,513.84,288.29,56.1
23.724,1360.1,928.5,3237.7,4.45,514.79,288.90,56.1
23.754,1361.8,929.0,3239.7,4.45,515.74,289.52,56.1
23.784,1363.6,929.6,3241.8,4.44,516.70,290.13,56.2
23.814,1365.4,930.1,3243.8,4.44,517.65,290.75,56.2
23.844,1367.2,930.6,3245.8,4.44,518.60,291.37,56.2
23.874,1368.9,931.2,3247.9,4.43,519.55,291.98,56.2
23.904,1370.7,931.7,3249.9,4.43,520.51,292.60,56.2
23.934,1372.5,932.2,3252.0,4.43,521.46,293.22,56.2
23.964,1374.2,932.8,3254.0,4.42,522.42,293.84,56.2
23.994,1376.0,933.3,3256.1,4.42,523.37,294.46,56.3
24.024,1377.8,933.9,3258.1,4.42,524.33,295.08,56.3
24.054,1379.5,934.4,3260.2,4.42,525.29,295.70,56.3
24.084,1381.3,934.9,3262.2,4.41,526.25,296.32,56.3
24.114,1383.1,935.5,3264.3,4.41,527.21,296.95,56.3
24.144,1384.8,936.0,3266.3,4.41,528.17,297.57,56.3
24.174,1386.6,936.5,3268.4,4.40,529.13,298.19,56.4
24.204,1388.4,937.1,3270.4,4.40,530.09,298.82,56.4
24.234,1390.1,937.6,3272.5,4.40,531.05,299.44,56.4
24.264,1391.9,938.2,3274.5,4.39,532.02,300.07,56.4
24.294,1393.7,938.7,3276.5,4.39,532.98,300.70,56.4
24.324,1395.4,939.2,3278.6,4.39,533.95,301.32,56.4
24.354,1397.2,939.8,3280.6,4.38,534.91,301.95,56.4
24.384,1399.0,940.3,3282.7,4.38,535.88,302.58,56.5
24.414,1400.7,940.9,3284.7,4.38,536.84,303.21,56.5
24.444,1402.5,941.4,3286.8,4.38,537.81,303.84,56.5
24.474,1404.3,941.9,3288.8,4.37,538.78,304.47,56.5
24.505,1406.0,942.5,3290.9,4.37,539.75,305.10,56.5
24.535,1407.8,943.0,3292.9,4.37,540.72,305.73,56.5
24.565,1409.6,943.5,3295.0,4.36,541.69,306.36,56.6
24.595,1411.3,944.1,3297.0,4.36,542.66,306.99,56.6
24.625,1413.1,944.6,3299.1,4.36,543.64,307.63,56.6
24.655,1414.9,945.2,3301.1,4.35,544.61,308.26,56.6
24.685,1416.6,945.7,3303.2,4.35,545.58,308.90,56.6
24.715,1418.4,946.2,3305.2,4.35,546.56,309.53,56.6
